,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
2540680,A-2540721,Bing,,2,2016-11-29 05:20:59,2016-11-29 11:20:59,37.49569,-77.0286,37.47864,-76.92121,6.004,Between VA-155/Exit 214 and VA-33/Exit 220 - Accident.,,VA-33 E,R,New Kent,New Kent,VA,23124,US,US/Eastern,KFYJ,2016-11-29 05:15:00,59.0,,69.0,29.97,10.0,SE,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3315295,A-3315457,Bing,,4,2018-05-03 22:25:09,2018-05-04 04:25:09,39.657059,-78.748098,39.65502,-78.75037,0.186,Closed at US-40-ALT/Willow Brook/Exit 44 - Road closed due to accident.,,Baltimore Ave,R,Cumberland,Allegany,MD,21502,US,US/Eastern,KCBE,2018-05-03 22:16:00,82.4,,35.0,30.06,10.0,WSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2325296,A-2325336,MapQuest,201.0,2,2017-10-20 14:12:29,2017-10-20 15:12:12,47.817432,-122.300522,,,0.0,Accident on 200th St near Cedar Valley Rd.,4999.0,200th St SW,R,Lynnwood,Snohomish,WA,98036-6335,US,US/Pacific,KPAE,2017-10-20 13:53:00,50.0,,83.0,29.76,10.0,SSE,13.8,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3327144,A-3327307,Bing,,2,2018-04-05 13:35:24,2018-04-05 19:35:24,36.158418,-86.771949,36.158418,-86.771949,0.0,At Korean Veterans Blvd - Accident.,366.0, 1st Ave S,L,Nashville,Davidson,TN,37201-2304,US,US/Central,KBNA,2018-04-05 13:53:00,55.0,,29.0,30.23,10.0,SE,5.8,,Overcast,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
1845336,A-1845373,MapQuest,201.0,2,2018-06-24 01:55:09,2018-06-24 02:24:51,42.960251,-83.652496,,,0.0,Accident on M-54 Dort Hwy Eastbound at Maple Ave.,2600.0,E Maple Ave,R,Flint,Genesee,MI,48507-4524,US,US/Eastern,KFNT,2018-06-24 01:53:00,66.0,,93.0,29.78,10.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
670990,A-671010,MapQuest,201.0,2,2020-01-21 13:33:16,2020-01-21 15:08:19,34.010872,-117.970306,,,0.0,Accident on Shadybend Dr at Kwis Ave.,15499.0,Shadybend Dr,L,Hacienda Heights,Los Angeles,CA,91745-2122,US,US/Pacific,KEMT,2020-01-21 13:53:00,61.0,61.0,64.0,30.03,10.0,SW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
147549,A-147551,MapQuest,241.0,3,2016-12-18 14:16:34,2016-12-18 14:46:07,33.961693,-84.519745,,,0.01,#1 lane blocked and heavy traffic due to accident on I-75 Southbound at Exit 265 GA-120 Alt Marietta Pkwy.,,N Marietta Pkwy NE,R,Marietta,Cobb,GA,30062,US,US/Eastern,KMGE,2016-12-18 14:32:00,42.8,37.0,93.0,30.19,2.5,NW,10.4,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2935724,A-2935863,Bing,,1,2020-04-25 10:13:24,2020-04-25 10:58:24,33.597,-112.01315,33.597,-112.01315,0.0,At E Cactus Rd - Accident.,,E Cactus Rd,R,Phoenix,Maricopa,AZ,85032,US,US/Mountain,KSDL,2020-04-25 09:53:00,82.0,82.0,22.0,28.32,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3330617,A-3330780,Bing,,2,2018-04-16 18:49:43,2018-04-17 00:49:43,41.54016,-73.7653,41.5386,-73.77626,0.577,At Taconic Pky/Exit 16 - Accident. Left lane blocked.,,I-84 W,R,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2018-04-16 18:53:00,54.0,,72.0,29.4,10.0,SE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1169756,A-1169782,MapQuest,201.0,2,2019-05-15 21:49:15,2019-05-15 23:04:37,30.217291,-92.01902,,,0.0,Accident on US-90-BR University Ave Eastbound at US-167 Johnston St.,1200.0,Johnston St,R,Lafayette,Lafayette,LA,70503-2022,US,US/Central,KLFT,2019-05-15 21:53:00,76.0,76.0,76.0,29.97,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
861729,A-861755,MapQuest,201.0,2,2019-11-04 15:12:52,2019-11-04 17:12:39,42.548969,-70.936745,,,0.0,Accident on MA-128 Southbound at Exit 24 Endicott St.,,Endicott St,R,Danvers,Essex,MA,01923,US,US/Eastern,KBVY,2019-11-04 14:53:00,52.0,52.0,38.0,30.19,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
716521,A-716544,MapQuest-Bing,203.0,2,2020-02-14 05:55:22,2020-02-14 07:39:32,33.957664,-118.111778,,,0.0,Right hand shoulder blocked due to multi-vehicle accident on I-5 Northbound before Exit 125 CA-19 Lakewood Blvd.,,Lakewood Blvd,R,Downey,Los Angeles,CA,90240,US,US/Pacific,KCQT,2020-02-14 05:52:00,50.0,50.0,74.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2665534,A-2665582,Bing,,2,2017-04-14 14:25:17,2017-04-14 20:25:17,40.75327,-74.21083,40.75901,-74.20887,0.41,At I-280/Exit 145 - Accident.,,Garden State Pkwy N,R,East Orange,Essex,NJ,07018,US,US/Eastern,KEWR,2017-04-14 14:51:00,63.0,,26.0,30.36,10.0,Variable,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2585231,A-2585272,Bing,,2,2016-05-09 16:28:55,2016-05-09 22:28:55,39.98332,-75.09842,39.98084,-75.10389,0.336,At Allegheny Ave/Exit 25 - Accident.,,I-95 S,R,Philadelphia,Philadelphia,PA,19134,US,US/Eastern,KPNE,2016-05-09 16:54:00,68.0,,42.0,30.0,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1744743,A-1744777,MapQuest,201.0,2,2018-08-30 08:46:16,2018-08-30 09:30:55,30.305672,-97.744141,,,0.0,Accident on 38th St at Medical Pkwy.,3800.0,Medical Pkwy,L,Austin,Travis,TX,78756-4002,US,US/Central,KATT,2018-08-30 08:51:00,81.0,,74.0,30.02,10.0,Calm,,,Partly Cloudy,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
2723550,A-2723602,Bing,,2,2020-05-27 07:53:00,2020-05-27 08:23:36,34.160073,-118.469604,34.160073,-118.469604,0.0,At I-405/San Diego Fwy - Accident.,,US-101 S,R,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2020-05-27 07:51:00,70.0,70.0,63.0,29.06,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1436165,A-1436196,MapQuest,201.0,2,2019-01-30 07:18:19,2019-01-30 07:48:10,32.41074,-93.795723,,,0.0,Accident on US-171 Mansfield Rd at Jewella Rd.,,Mansfield Rd,R,Shreveport,Caddo,LA,71118,US,US/Central,KSHV,2019-01-30 06:56:00,28.9,,82.0,30.31,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
369792,A-369795,MapQuest,201.0,2,2017-03-27 10:01:18,2017-03-27 10:31:08,43.010792,-83.691704,,,0.01,Accident on Grand Traverse St at M-21 Court St.,872.0,S Grand Traverse St,R,Flint,Genesee,MI,48502-1102,US,US/Eastern,KFNT,2017-03-27 09:53:00,52.0,,93.0,29.91,10.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
87981,A-87983,MapQuest,201.0,2,2016-08-09 20:37:43,2016-08-09 21:22:43,34.136482,-117.441727,,,0.0,Right hand shoulder blocked due to accident on CA-210 Westbound near Exit 67 Sierra Ave.,,Foothill Fwy W,R,Fontana,San Bernardino,CA,92336,US,US/Pacific,KONT,2016-08-09 20:53:00,73.0,,57.0,29.82,10.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1242153,A-1242182,MapQuest,201.0,2,2019-04-18 13:10:10,2019-04-18 13:55:32,33.508179,-112.290001,,,0.0,Accident on 107th Ave at Camelback Rd.,10701.0,W Camelback Rd,L,Phoenix,Maricopa,AZ,85037-5073,US,US/Mountain,KGEU,2019-04-18 13:23:00,82.0,82.0,25.0,28.9,10.0,SSE,8.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1458566,A-1458598,MapQuest,241.0,3,2018-12-12 08:43:52,2018-12-12 09:13:28,36.299389,-84.217087,,,0.0,Lane blocked due to accident on I-75 Northbound at Exit 134 US-25W Veterans Memorial Hwy.,,I-75 S,R,Caryville,Campbell,TN,37714,US,US/Eastern,KOQT,2018-12-12 08:53:00,30.9,,96.0,30.27,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3467705,A-3467869,Bing,,4,2019-05-02 09:36:12,2019-05-02 10:04:42,41.55585,-83.68012,41.55657,-83.68666,0.342,Ramp closed to I-475/US-23 Northbound - Road closed due to accident.,,Anthony Wayne Trl,R,Maumee,Lucas,OH,43537,US,US/Eastern,KTOL,2019-05-02 09:52:00,58.0,58.0,84.0,29.49,6.0,ESE,7.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
414399,A-414405,MapQuest,201.0,2,2017-04-19 19:18:18,2017-04-19 20:18:01,33.545921,-81.94001,,,0.0,Accident on Clearmont Dr at US-25 Edgefield Rd.,,Clearmont Dr,R,North Augusta,Aiken,SC,29841,US,US/Eastern,KDNL,2017-04-19 18:53:00,81.0,,45.0,30.21,10.0,SE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
265522,A-265524,MapQuest,201.0,2,2016-12-19 18:07:37,2016-12-19 18:37:09,32.90947,-96.717773,,,0.01,Accident on Forest Ln at Audelia Rd.,11800.0,Audelia Rd,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2016-12-19 17:47:00,35.6,31.7,33.0,30.62,13.0,North,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
565484,A-565492,MapQuest,201.0,2,2020-06-09 05:01:25,2020-06-09 05:30:57,35.297569,-80.76223,,,0.0,Accident on University Pointe Blvd around I-85.,6020.0,University Pointe Blvd,R,Charlotte,Mecklenburg,NC,28262,US,US/Eastern,KJQF,2020-06-09 04:55:00,72.0,72.0,100.0,29.25,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3213450,A-3213610,Bing,,3,2018-12-05 19:17:33,2018-12-05 19:46:52,33.61886,-84.43324,33.61658,-84.44464,0.675,At GA-139/Riverdale Rd/Exit 60 - Accident.,,GA-407 W,R,Atlanta,Clayton,GA,30349,US,US/Eastern,KATL,2018-12-05 18:52:00,36.0,27.5,55.0,30.35,10.0,NW,12.7,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1929421,A-1929461,MapQuest,241.0,2,2018-04-03 11:04:05,2018-04-03 11:33:53,36.775623,-119.784851,,,0.0,One lane blocked due to accident on CA-41 Northbound at Exit 130 Shields Ave.,,CA-41 N,R,Fresno,Fresno,CA,93703,US,US/Pacific,KFAT,2018-04-03 10:53:00,68.0,,49.0,29.99,10.0,Variable,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2927945,A-2928080,Bing,,2,2020-04-22 08:01:44,2020-04-22 08:46:44,42.90543,-71.46331,42.90543,-71.46331,0.0,At Bedford Toll Plaza - Accident. Hard shoulder blocked.,,Everett Tpke S,R,Merrimack,Hillsborough,NH,03054,US,US/Eastern,KMHT,2020-04-22 07:53:00,33.0,23.0,52.0,29.38,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2606790,A-2606831,Bing,,2,2016-09-28 13:15:49,2016-09-28 19:15:49,33.380965,-117.173385,33.381066,-117.173419,0.007,At US-395/Mission Rd - Accident.,,I-15 N,R,Fallbrook,San Diego,CA,92028,US,US/Pacific,KNFG,2016-09-28 12:55:00,89.1,,29.0,29.88,7.0,WSW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
640259,A-640271,MapQuest,241.0,3,2020-03-03 08:35:14,2020-03-03 10:04:16,33.162025,-97.073471,,,0.0,One lane blocked due to accident on I-35 Southbound at Post Oak Dr.,,Post Oak Dr,R,Denton,Denton,TX,76210,US,US/Central,KDTO,2020-03-03 08:53:00,57.0,57.0,72.0,29.16,10.0,SSE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2140637,A-2140677,MapQuest,201.0,2,2018-01-18 08:43:04,2018-01-18 09:12:56,40.663082,-73.962395,,,0.0,Accident on Empire Blvd at Flatbush Ave.,2.0,Empire Blvd,L,Brooklyn,Kings,NY,11225,US,US/Eastern,KJRB,2018-01-18 08:35:00,24.8,19.1,59.0,,10.0,Variable,4.6,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
2067729,A-2067769,MapQuest-Bing,241.0,2,2018-02-09 19:31:20,2018-02-09 20:01:05,36.701622,-78.095177,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on US-58 Highway Fifty Eight Westbound at Country Club Rd.,,N Main St,R,La Crosse,Mecklenburg,VA,23950,US,US/Eastern,KAVC,2018-02-09 19:35:00,40.1,,77.0,30.42,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1510096,A-1510128,MapQuest,201.0,2,2018-11-08 07:05:16,2018-11-08 07:49:56,45.464207,-122.700241,,,0.0,Accident on Barbur Blvd at 22nd Ave.,8420.0,SW 22nd Ave,L,Portland,Multnomah,OR,97219-2856,US,US/Pacific,KPDX,2018-11-08 07:06:00,37.0,34.5,96.0,30.53,0.8,NNE,3.5,,Overcast,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
242,A-243,MapQuest-Bing,241.0,2,2016-02-18 08:01:09,2016-02-18 08:31:09,39.745735,-84.120644,,,0.01,One lane blocked due to accident on US-35 Westbound at Woodman Dr.,,Woodman Dr,R,Dayton,Montgomery,OH,45432,US,US/Eastern,KFFO,2016-02-18 07:58:00,25.9,,86.0,30.5,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2893528,A-2893654,Bing,,2,2020-04-04 03:33:00,2020-04-04 05:26:52,32.76516,-117.154372,32.76516,-117.154372,0.0,At Camino Del Rio/Mission Center Rd - Accident.,,I-8 E,R,San Diego,San Diego,CA,92108,US,US/Pacific,KMYF,2020-04-04 03:39:00,55.0,55.0,80.0,29.47,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1113879,A-1113905,MapQuest,201.0,2,2019-06-12 16:55:53,2019-06-12 17:40:29,30.276951,-97.74337,,,0.0,Accident on 14th St at Guadalupe St.,402.0,W 14th St,R,Austin,Travis,TX,78701-1619,US,US/Central,KATT,2019-06-12 16:51:00,87.0,87.0,43.0,29.27,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
1027405,A-1027431,MapQuest,201.0,2,2019-07-10 17:55:25,2019-07-10 19:03:47,34.030445,-117.581795,,,0.0,Right hand shoulder blocked due to accident on CA-60 Westbound at Exit 39 Haven Ave.,,CA-60 W,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2019-07-10 17:53:00,90.0,90.0,33.0,28.95,10.0,WSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1231820,A-1231848,MapQuest,201.0,2,2019-04-12 07:42:48,2019-04-12 08:12:23,34.500553,-118.228363,,,0.0,Slow lane blocked due to accident on CA-14 Northbound at Exit 22 Ward Rd.,,Antelope Valley Fwy N,R,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2019-04-12 07:53:00,50.0,50.0,59.0,27.22,10.0,W,13.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
202495,A-202497,MapQuest,201.0,3,2016-10-24 16:23:11,2016-10-24 17:08:02,40.987408,-73.670479,,,0.01,Accident on I-95 Southbound at Exits 21 22 I-287 Cross Westchester Expy.,,Cross Westchester Expy E,R,Rye,Westchester,NY,10580,US,US/Eastern,KHPN,2016-10-24 15:56:00,57.0,,45.0,29.92,10.0,WNW,20.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1234111,A-1234139,MapQuest,201.0,3,2019-04-15 21:27:08,2019-04-15 21:56:50,35.753117,-78.648903,,,0.0,Accident on I-40 Eastbound at Exits 298A 298B US-401 Saunders St.,,I-40 W,R,Raleigh,Wake,NC,27603,US,US/Eastern,KRDU,2019-04-15 21:51:00,52.0,52.0,50.0,29.62,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3073575,A-3073735,Bing,,2,2019-10-10 14:59:00,2019-10-10 16:30:06,34.02685,-118.429908,34.02685,-118.429908,0.0,At I-10/Santa Monica Fwy - Accident.,,I-405 N,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2019-10-10 14:51:00,73.0,73.0,57.0,29.68,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
770163,A-770188,MapQuest,201.0,3,2019-12-09 12:29:07,2019-12-09 13:13:27,41.578308,-87.665741,,,0.0,Left lane blocked due to accident on I-294 Tri-State Tollway Southbound at Wood St.,,I-294 N,R,Hazel Crest,Cook,IL,60429,US,US/Central,KIGQ,2019-12-09 12:35:00,47.0,42.0,100.0,28.82,3.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1364314,A-1364345,MapQuest,201.0,3,2019-02-21 05:19:43,2019-02-21 05:49:19,42.642895,-71.231956,,,0.0,Accident on I-495 Northbound at MA-133 Andover St.,,I-495 S,R,Tewksbury,Middlesex,MA,01876,US,US/Eastern,KLWM,2019-02-21 05:33:00,25.0,18.1,92.0,29.95,2.0,North,5.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
134549,A-134551,MapQuest,201.0,2,2016-10-14 07:29:15,2016-10-14 08:13:55,28.598642,-81.075356,,,0.0,Accident on FL-420 Old Lake Pickett Rd at Fort Christmas Rd.,20000.0,Fort Christmas Rd,L,Christmas,Orange,FL,32709-9292,US,US/Eastern,KTIX,2016-10-14 07:55:00,69.8,,94.0,30.12,7.0,NNW,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2744389,A-2744444,Bing,,2,2020-05-01 14:53:05,2020-05-01 16:30:35,36.09095,-80.28926,36.08586,-80.30381,0.885,At NC-67/Silas Creek Pky - Accident. Right lane closed.,,I-40 Bus W,R,Winston Salem,Forsyth,NC,27104,US,US/Eastern,KINT,2020-05-01 14:54:00,62.0,62.0,48.0,28.89,10.0,NW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
232341,A-232343,MapQuest,201.0,2,2016-12-21 20:47:32,2016-12-21 21:17:01,39.022717,-77.424728,,,0.0,Accident on Atlantic Blvd around Dulles Crossing Plz.,21441.0,Atlantic Blvd,L,Sterling,Loudoun,VA,20166,US,US/Eastern,KIAD,2016-12-21 20:52:00,30.0,,64.0,30.22,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1823037,A-1823073,MapQuest,201.0,2,2018-06-12 07:24:48,2018-06-12 07:54:25,41.905346,-87.988319,,,0.0,Accident on Addison Rd at IL-64 North Ave.,353.0,W North Ave,L,Villa Park,Dupage,IL,60181-1161,US,US/Central,KORD,2018-06-12 07:51:00,69.1,,87.0,29.9,4.0,ESE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1302012,A-1302042,MapQuest,201.0,2,2019-03-23 17:39:38,2019-03-23 18:24:12,37.278507,-121.864517,,,0.0,Right hand shoulder blocked due to accident on CA-87 Guadalupe Pkwy Southbound near Exits 3 3A Curtner Ave.,,CA-87 S,R,San Jose,Santa Clara,CA,95136,US,US/Pacific,KRHV,2019-03-23 17:47:00,59.0,,55.0,30.17,10.0,NNW,9.2,,Partly Cloudy,False,False,False,False,True,False,True,False,False,False,False,False,False,Day,Day,Day,Day
2002473,A-2002513,MapQuest,201.0,2,2018-03-09 15:18:20,2018-03-09 15:48:06,37.40424,-122.051414,,,0.0,Accident on US-101 Southbound at Exit 397 Ellis St.,,Ellis St,R,Mountain View,Santa Clara,CA,94035,US,US/Pacific,KNUQ,2018-03-09 14:56:00,64.0,,56.0,30.0,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3044100,A-3044260,Bing,,2,2019-12-09 19:49:00,2019-12-09 21:03:30,38.466925,-121.496992,38.466925,-121.496992,0.0,At Stonecrest Ave/Cosumnes River Blvd/Exit 510 - Accident.,,I-5 N,R,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,2019-12-09 19:53:00,49.0,49.0,93.0,30.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2150546,A-2150586,MapQuest,201.0,2,2018-01-24 11:39:56,2018-01-24 12:09:46,35.420712,-97.554588,,,0.0,Accident on 44th St at Agnew Ave.,2399.0,SW 44th St,R,Oklahoma City,Oklahoma,OK,73119-3548,US,US/Central,KOKC,2018-01-24 11:52:00,52.0,,34.0,30.45,10.0,SSW,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2568335,A-2568376,Bing,,3,2016-07-04 15:13:27,2016-07-04 21:13:27,41.87065,-87.76884,41.87127,-87.75933,0.491,At Central Ave/Exit 23B - Accident.,,Chicago-Kansas City Expressway E,R,Chicago,Cook,IL,60644,US,US/Central,KMDW,2016-07-04 14:53:00,79.0,,58.0,29.82,10.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
164633,A-164635,MapQuest,201.0,2,2016-08-05 18:21:06,2016-08-05 18:51:06,41.176277,-96.043076,,,0.0,Accident on NE-85 84th St at Giles Rd.,1299.0,N Washington St,L,Papillion,Sarpy,NE,68046,US,US/Central,KMLE,2016-08-05 18:15:00,79.7,,51.0,30.03,10.0,North,4.6,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
790480,A-790505,MapQuest,201.0,2,2019-12-18 05:58:45,2019-12-18 06:58:29,32.409691,-80.733063,,,0.0,Accident on US-21 Parris Island Gtwy at Forest Field Rd.,1.0,Forest Fields Rd,R,Beaufort,Beaufort,SC,29906-5777,US,US/Eastern,KNBC,2019-12-18 05:56:00,45.0,39.0,80.0,29.97,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1140862,A-1140888,MapQuest,201.0,3,2019-06-26 07:38:10,2019-06-26 09:07:56,33.732822,-117.989601,,,0.0,#3 #4 lane blocked due to accident on I-405 Southbound at Exit 16 CA-39 Beach Blvd.,,I-405 S,R,Huntington Beach,Orange,CA,92647,US,US/Pacific,KSLI,2019-06-26 07:58:00,65.0,65.0,74.0,29.92,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3489750,A-3489914,Bing,,2,2019-07-03 16:19:54,2019-07-03 16:47:31,42.52258,-83.719572,42.522519,-83.721807,0.114,Between Pleasant Valley Rd/Exit 150 and US-23/Exit 148 - Accident. Right lane blocked.,,I-96 W,R,Brighton,Livingston,MI,48114,US,US/Eastern,KOZW,2019-07-03 16:15:00,82.0,82.0,56.0,28.93,10.0,NE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1253698,A-1253727,MapQuest,201.0,2,2019-04-25 20:14:32,2019-04-25 21:20:56,35.822601,-78.84832,,,0.0,Accident on Davis Dr at Lake Grove Blvd.,3609.0,Davis Dr,L,Morrisville,Wake,NC,27560-8845,US,US/Eastern,KRDU,2019-04-25 19:51:00,75.0,75.0,60.0,29.38,10.0,SW,3.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
444444,A-444450,MapQuest,201.0,2,2017-05-22 08:58:36,2017-05-22 09:28:14,41.263405,-95.952774,,,0.00999999977648,Accident on 27th St Eastbound at Cuming St.,,US-75 N,R,Omaha,Douglas,NE,68131,US,US/Central,KOMA,2017-05-22 08:52:00,63.0,,58.0,29.95,10.0,WSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1625199,A-1625232,MapQuest,201.0,2,2018-09-02 09:28:22,2018-09-02 10:28:00,34.704082,-82.88176,,,0.0,Accident on Old Clemson Hwy both ways at Hiawassee Dr.,943.0,Old Clemson Hwy,L,Seneca,Oconee,SC,29672-8061,US,US/Eastern,KCEU,2018-09-02 09:35:00,77.0,,82.0,30.3,10.0,East,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2716128,A-2716176,Bing,,2,2017-07-29 22:49:04,2017-07-30 04:49:04,33.78461,-118.20772,33.7808,-118.20788,0.263,At Anaheim St - Accident.,,Long Beach Fwy S,R,Long Beach,Los Angeles,CA,90813,US,US/Pacific,KLGB,2017-07-29 22:53:00,70.0,,78.0,30.06,10.0,SE,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3261327,A-3261487,Bing,,2,2018-10-24 06:59:58,2018-10-24 07:29:42,30.25716,-81.43495,30.2572,-81.43206,0.173,At SR-202/J Turner Butler Blvd - Accident.,,J Turner Butler Blvd E,R,Jacksonville,Duval,FL,32224,US,US/Eastern,KCRG,2018-10-24 06:53:00,64.9,,97.0,30.07,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
